Currency,Cash (Sell),Cash (Buy),Transfer (Sell),Transfer (Buy),Date,Currency_cleaned
CNY¥,10.2500,9.8500,10.1500,9.9500,04/17/2024,CNY¥
UAE DIRHAM,19.6300,19.5300,19.6100,19.5500,04/17/2024,UAE DIRHAM
SAUDI RIYAL,19.1033,19.0033,19.0833,19.0233,04/17/2024,SAUDI RIYAL
USD$,72.0860,71.8860,72.0360,71.9360,04/18/2024,USD$
EURO€,76.9759,76.3759,76.8059,76.5459,04/18/2024,EURO€
POUND£,88.8450,88.0450,88.5950,88.2950,04/18/2024,POUND£
SWISS₣,77.5423,77.0423,77.3923,77.1923,04/18/2024,SWISS₣
INDIAN Rs.,0.8138,0.8038,0.8108,0.8068,04/18/2024,INDIAN Rs.
PAKISTAN Rs.,0.2594,0.2514,0.2564,0.2544,04/18/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/18/2024,IRAN Toman
CNY¥,10.3292,9.9292,10.2292,10.0292,04/18/2024,CNY¥
UAE DIRHAM,19.6328,19.5328,19.6128,19.5528,04/18/2024,UAE DIRHAM
SAUDI RIYAL,19.0813,18.9813,19.0613,19.0013,04/18/2024,SAUDI RIYAL
USD$,72.0183,71.8183,71.9683,71.8683,04/20/2024,USD$
EURO€,76.9343,76.3343,76.7643,76.5043,04/20/2024,EURO€
POUND£,88.6257,87.8257,88.3757,88.0757,04/20/2024,POUND£
SWISS₣,78.4633,77.9633,78.3133,78.1133,04/20/2024,SWISS₣
INDIAN Rs.,0.8220,0.8120,0.8190,0.8150,04/20/2024,INDIAN Rs.
PAKISTAN Rs.,0.2596,0.2516,0.2566,0.2546,04/20/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/20/2024,IRAN Toman
CNY¥,10.2136,9.8136,10.1136,9.9136,04/20/2024,CNY¥
UAE DIRHAM,19.6325,19.5325,19.6125,19.5525,04/20/2024,UAE DIRHAM
SAUDI RIYAL,19.1107,19.0107,19.0907,19.0307,04/20/2024,SAUDI RIYAL
USD$,72.2730,72.0730,72.2230,72.1230,04/21/2024,USD$
EURO€,77.1486,76.5486,76.9786,76.7186,04/21/2024,EURO€
POUND£,88.4122,87.6122,88.1622,87.8622,04/21/2024,POUND£
SWISS₣,78.2753,77.7753,78.1253,77.9253,04/21/2024,SWISS₣
INDIAN Rs.,0.8174,0.8074,0.8144,0.8104,04/21/2024,INDIAN Rs.
PAKISTAN Rs.,0.2600,0.2520,0.2570,0.2550,04/21/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/21/2024,IRAN Toman
CNY¥,10.2486,9.8486,10.1486,9.9486,04/21/2024,CNY¥
UAE DIRHAM,19.7121,19.6121,19.6921,19.6321,04/21/2024,UAE DIRHAM
SAUDI RIYAL,19.1383,19.0383,19.1183,19.0583,04/21/2024,SAUDI RIYAL
USD$,72.3546,72.1546,72.3046,72.2046,04/22/2024,USD$
EURO€,77.2500,76.6500,77.0800,76.8200,04/22/2024,EURO€
POUND£,88.7258,87.9258,88.4758,88.1758,04/22/2024,POUND£
SWISS₣,78.2230,77.7230,78.0730,77.8730,04/22/2024,SWISS₣
INDIAN Rs.,0.8214,0.8114,0.8184,0.8144,04/22/2024,INDIAN Rs.
PAKISTAN Rs.,0.2609,0.2529,0.2579,0.2559,04/22/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/22/2024,IRAN Toman
CNY¥,10.3119,9.9119,10.2119,10.0119,04/22/2024,CNY¥
UAE DIRHAM,19.6921,19.5921,19.6721,19.6121,04/22/2024,UAE DIRHAM
SAUDI RIYAL,19.2025,19.1025,19.1825,19.1225,04/22/2024,SAUDI RIYAL
USD$,72.3210,72.1210,72.2710,72.1710,04/23/2024,USD$
EURO€,77.3000,76.7000,77.1300,76.8700,04/23/2024,EURO€
POUND£,88.2260,87.4260,87.9760,87.6760,04/23/2024,POUND£
SWISS₣,77.8440,77.3440,77.6940,77.4940,04/23/2024,SWISS₣
INDIAN Rs.,0.8247,0.8147,0.8217,0.8177,04/23/2024,INDIAN Rs.
PAKISTAN Rs.,0.2622,0.2542,0.2592,0.2572,04/23/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/23/2024,IRAN Toman
CNY¥,10.2242,9.8242,10.1242,9.9242,04/23/2024,CNY¥
UAE DIRHAM,19.6442,19.5442,19.6242,19.5642,04/23/2024,UAE DIRHAM
SAUDI RIYAL,19.1233,19.0233,19.1033,19.0433,04/23/2024,SAUDI RIYAL
USD$,72.2165,72.0165,72.1665,72.0665,04/24/2024,USD$
EURO€,77.1534,76.5534,76.9834,76.7234,04/24/2024,EURO€
POUND£,88.6237,87.8237,88.3737,88.0737,04/24/2024,POUND£
SWISS₣,77.9807,77.4807,77.8307,77.6307,04/24/2024,SWISS₣
INDIAN Rs.,0.8159,0.8059,0.8129,0.8089,04/24/2024,INDIAN Rs.
PAKISTAN Rs.,0.2601,0.2521,0.2571,0.2551,04/24/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/24/2024,IRAN Toman
CNY¥,10.3167,9.9167,10.2167,10.0167,04/24/2024,CNY¥
UAE DIRHAM,19.6067,19.5067,19.5867,19.5267,04/24/2024,UAE DIRHAM
SAUDI RIYAL,19.1013,19.0013,19.0813,19.0213,04/24/2024,SAUDI RIYAL
USD$,72.2254,72.0254,72.1754,72.0754,04/25/2024,USD$
EURO€,77.2864,76.6864,77.1164,76.8564,04/25/2024,EURO€
POUND£,88.7791,87.9791,88.5291,88.2291,04/25/2024,POUND£
SWISS₣,78.0597,77.5597,77.9097,77.7097,04/25/2024,SWISS₣
INDIAN Rs.,0.8204,0.8104,0.8174,0.8134,04/25/2024,INDIAN Rs.
PAKISTAN Rs.,0.2605,0.2525,0.2575,0.2555,04/25/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/25/2024,IRAN Toman
CNY¥,10.2663,9.8663,10.1663,9.9663,04/25/2024,CNY¥
UAE DIRHAM,19.5947,19.4947,19.5747,19.5147,04/25/2024,UAE DIRHAM
SAUDI RIYAL,19.0831,18.9831,19.0631,19.0031,04/25/2024,SAUDI RIYAL
USD$,72.3513,72.1513,72.3013,72.2013,04/27/2024,USD$
EURO€,77.2667,76.6667,77.0967,76.8367,04/27/2024,EURO€
POUND£,88.8170,88.0170,88.5670,88.2670,04/27/2024,POUND£
SWISS₣,78.0100,77.5100,77.8600,77.6600,04/27/2024,SWISS₣
INDIAN Rs.,0.8140,0.8040,0.8110,0.8070,04/27/2024,INDIAN Rs.
PAKISTAN Rs.,0.2609,0.2529,0.2579,0.2559,04/27/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/27/2024,IRAN Toman
CNY¥,10.2780,9.8780,10.1780,9.9780,04/27/2024,CNY¥
UAE DIRHAM,19.6220,19.5220,19.6020,19.5420,04/27/2024,UAE DIRHAM
SAUDI RIYAL,19.0780,18.9780,19.5080,18.9980,04/27/2024,SAUDI RIYAL
USD$,72.4460,72.2460,72.3960,72.2960,04/28/2024,USD$
EURO€,77.4200,76.8200,77.2500,76.9900,04/28/2024,EURO€
POUND£,89.5500,88.7500,89.3000,89.0000,04/28/2024,POUND£
SWISS₣,78.2445,77.7445,78.0945,77.8945,04/28/2024,SWISS₣
INDIAN Rs.,0.8180,0.8080,0.8150,0.8110,04/28/2024,INDIAN Rs.
PAKISTAN Rs.,0.2616,0.2536,0.2586,0.2566,04/28/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/28/2024,IRAN Toman
CNY¥,10.2868,9.8868,10.1868,9.9868,04/28/2024,CNY¥
UAE DIRHAM,19.6855,19.5855,19.6655,19.6055,04/28/2024,UAE DIRHAM
SAUDI RIYAL,19.1311,19.0311,19.1111,19.0511,04/28/2024,SAUDI RIYAL
USD$,72.6067,72.4067,72.5567,72.4567,04/29/2024,USD$
EURO€,77.6572,77.0572,77.4872,77.2272,04/29/2024,EURO€
POUND£,89.6888,88.8888,89.4388,89.1388,04/29/2024,POUND£
SWISS₣,78.4013,77.9013,78.2513,78.0513,04/29/2024,SWISS₣
INDIAN Rs.,0.8182,0.8082,0.8152,0.8112,04/29/2024,INDIAN Rs.
PAKISTAN Rs.,0.2620,0.2540,0.2590,0.2570,04/29/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/29/2024,IRAN Toman
CNY¥,10.3450,9.9450,10.2450,10.0450,04/29/2024,CNY¥
UAE DIRHAM,19.7013,19.6013,19.6813,19.6213,04/29/2024,UAE DIRHAM
SAUDI RIYAL,19.1969,19.0969,19.1769,19.1169,04/29/2024,SAUDI RIYAL
USD$,72.5600,72.5600,72.5100,72.4100,04/30/2024,USD$
EURO€,77.5875,76.9875,77.4175,77.1575,04/30/2024,EURO€
POUND£,89.8088,89.0088,89.5588,89.2588,04/30/2024,POUND£
SWISS₣,78.4375,77.9375,78.2875,78.0875,04/30/2024,SWISS₣
INDIAN Rs.,0.8210,0.8110,0.8180,0.8140,04/30/2024,INDIAN Rs.
PAKISTAN Rs.,0.2628,0.2548,0.2598,0.2578,04/30/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,04/30/2024,IRAN Toman
CNY¥,10.3065,9.9065,10.2065,10.0065,04/30/2024,CNY¥
UAE DIRHAM,19.7006,19.6006,19.6806,19.6206,04/30/2024,UAE DIRHAM
SAUDI RIYAL,19.1625,19.0625,19.1425,19.0825,04/30/2024,SAUDI RIYAL
USD$,72.3820,72.1820,72.3320,72.2320,05/01/2024,USD$
EURO€,77.3917,76.7917,77.2217,76.9617,05/01/2024,EURO€
POUND£,89.3333,88.5333,89.0833,88.7833,05/01/2024,POUND£
SWISS₣,77.8125,77.3125,77.6625,77.4625,05/01/2024,SWISS₣
INDIAN Rs.,0.8160,0.8060,0.8130,0.8090,05/01/2024,INDIAN Rs.
PAKISTAN Rs.,0.2619,0.2539,0.2589,0.2569,05/01/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/01/2024,IRAN Toman
CNY¥,10.2750,9.8750,10.1750,9.9750,05/01/2024,CNY¥
UAE DIRHAM,19.6563,19.5563,19.6363,19.5763,05/01/2024,UAE DIRHAM
SAUDI RIYAL,19.1450,19.0450,19.1250,19.0650,05/01/2024,SAUDI RIYAL
USD$,72.4473,72.2473,72.3973,72.2973,05/02/2024,USD$
EURO€,77.4037,76.8037,77.2337,76.9737,05/02/2024,EURO€
POUND£,89.1133,88.3133,88.8633,88.5633,05/02/2024,POUND£
SWISS₣,77.8358,77.3358,77.6858,77.4858,05/02/2024,SWISS₣
INDIAN Rs.,0.8174,0.8074,0.8144,0.8104,05/02/2024,INDIAN Rs.
PAKISTAN Rs.,0.2615,0.2535,0.2585,0.2565,05/02/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/02/2024,IRAN Toman
CNY¥,10.2927,9.8927,10.1927,9.9927,05/02/2024,CNY¥
UAE DIRHAM,19.6332,19.5332,19.6132,19.5532,05/02/2024,UAE DIRHAM
SAUDI RIYAL,19.1335,19.0335,19.1135,19.0535,05/02/2024,SAUDI RIYAL
USD$,72.3686,72.1686,72.3186,72.2186,05/04/2024,USD$
EURO€,77.4686,76.8686,77.2986,77.0386,05/04/2024,EURO€
POUND£,89.4929,88.6929,89.2429,88.9429,05/04/2024,POUND£
SWISS₣,78.3929,77.8929,78.2429,78.0429,05/04/2024,SWISS₣
INDIAN Rs.,0.8153,0.8053,0.8123,0.8083,05/04/2024,INDIAN Rs.
PAKISTAN Rs.,0.2621,0.2541,0.2591,0.2571,05/04/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/04/2024,IRAN Toman
CNY¥,10.2688,9.8688,10.1688,9.9688,05/04/2024,CNY¥
UAE DIRHAM,19.6486,19.5486,19.6286,19.5686,05/04/2024,UAE DIRHAM
SAUDI RIYAL,19.1431,19.0431,19.1231,19.0631,05/04/2024,SAUDI RIYAL
USD$,72.2006,72.0006,72.1506,72.0506,05/05/2024,USD$
EURO€,77.3669,76.7669,77.1969,76.9369,05/05/2024,EURO€
POUND£,89.3022,88.5022,89.0522,88.7522,05/05/2024,POUND£
SWISS₣,78.3331,77.8331,78.1831,77.9831,05/05/2024,SWISS₣
INDIAN Rs.,0.8212,0.8112,0.8182,0.8142,05/05/2024,INDIAN Rs.
PAKISTAN Rs.,0.2621,0.2541,0.2591,0.2571,05/05/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/05/2024,IRAN Toman
CNY¥,10.2513,9.8513,10.1513,9.9513,05/05/2024,CNY¥
UAE DIRHAM,19.6586,19.5586,19.6386,19.5786,05/05/2024,UAE DIRHAM
SAUDI RIYAL,19.1100,19.0100,19.0900,19.0300,05/05/2024,SAUDI RIYAL
USD$,72.3042,72.1042,72.2542,72.1542,05/06/2024,USD$
EURO€,77.3700,76.7700,77.2000,76.9400,05/06/2024,EURO€
POUND£,89.4050,88.6050,89.1550,88.8550,05/06/2024,POUND£
SWISS₣,78.4315,77.9315,78.2815,78.0815,05/06/2024,SWISS₣
INDIAN Rs.,0.8234,0.8134,0.8204,0.8164,05/06/2024,INDIAN Rs.
PAKISTAN Rs.,0.2629,0.2549,0.2599,0.2579,05/06/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/06/2024,IRAN Toman
CNY¥,10.2403,9.8403,10.1403,9.9403,05/06/2024,CNY¥
UAE DIRHAM,19.6400,19.5400,19.6200,19.5600,05/06/2024,UAE DIRHAM
SAUDI RIYAL,19.1173,19.0173,19.0973,19.0373,05/06/2024,SAUDI RIYAL
USD$,72.4161,72.2161,72.3661,72.2661,05/07/2024,USD$
EURO€,77.4000,76.8000,77.2300,76.9700,05/07/2024,EURO€
POUND£,89.4833,88.6833,89.2333,88.9333,05/07/2024,POUND£
SWISS₣,78.3467,77.8467,78.1967,77.9967,05/07/2024,SWISS₣
INDIAN Rs.,0.8214,0.8114,0.8184,0.8144,05/07/2024,INDIAN Rs.
PAKISTAN Rs.,0.2629,0.2549,0.2599,0.2579,05/07/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/07/2024,IRAN Toman
CNY¥,10.2446,9.8446,10.1446,9.9446,05/07/2024,CNY¥
UAE DIRHAM,19.6446,19.5446,19.6246,19.5646,05/07/2024,UAE DIRHAM
SAUDI RIYAL,19.1310,19.0310,19.1110,19.0510,05/07/2024,SAUDI RIYAL
USD$,72.3338,72.1338,72.2838,72.1838,05/08/2024,USD$
EURO€,77.3094,76.7094,77.1394,76.8794,05/08/2024,EURO€
POUND£,89.3044,88.5044,89.0544,88.7544,05/08/2024,POUND£
SWISS₣,78.4067,77.9067,78.2567,78.0567,05/08/2024,SWISS₣
INDIAN Rs.,0.8265,0.8165,0.8235,0.8195,05/08/2024,INDIAN Rs.
PAKISTAN Rs.,0.2634,0.2554,0.2604,0.2584,05/08/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/08/2024,IRAN Toman
CNY¥,10.3144,9.9144,10.2144,10.0144,05/08/2024,CNY¥
UAE DIRHAM,19.6450,19.5450,19.6250,19.5650,05/08/2024,UAE DIRHAM
SAUDI RIYAL,19.1356,19.0356,19.1156,19.0556,05/08/2024,SAUDI RIYAL
USD$,72.3489,72.1489,72.2989,72.1989,05/09/2024,USD$
EURO€,77.3575,76.7575,77.1875,76.9275,05/09/2024,EURO€
POUND£,89.3850,88.5850,89.1350,88.8350,05/09/2024,POUND£
SWISS₣,78.4290,77.9290,78.2790,78.0790,05/09/2024,SWISS₣
INDIAN Rs.,0.8183,0.8083,0.8153,0.8113,05/09/2024,INDIAN Rs.
PAKISTAN Rs.,0.2630,0.2550,0.2600,0.2580,05/09/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/09/2024,IRAN Toman
CNY¥,10.3042,9.9042,10.2042,10.0042,05/09/2024,CNY¥
UAE DIRHAM,19.6375,19.5375,19.6175,19.5575,05/09/2024,UAE DIRHAM
SAUDI RIYAL,19.1317,19.0317,19.1117,19.0517,05/09/2024,SAUDI RIYAL
USD$,72.3064,72.1064,72.2564,72.1564,05/11/2024,USD$
EURO€,77.4350,76.8350,77.2650,77.0050,05/11/2024,EURO€
POUND£,89.3159,88.5159,89.0659,88.7659,05/11/2024,POUND£
SWISS₣,78.2956,77.7956,78.1456,77.9456,05/11/2024,SWISS₣
INDIAN Rs.,0.8172,0.8072,0.8142,0.8102,05/11/2024,INDIAN Rs.
PAKISTAN Rs.,0.2629,0.2549,0.2599,0.2579,05/11/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/11/2024,IRAN Toman
CNY¥,10.2606,9.9241,10.2241,10.0241,05/11/2024,CNY¥
UAE DIRHAM,19.6605,19.5605,19.6405,19.5805,05/11/2024,UAE DIRHAM
SAUDI RIYAL,19.1495,19.0495,19.1295,19.0695,05/11/2024,SAUDI RIYAL
USD$,72.1533,71.9533,72.1033,72.0033,05/12/2024,USD$
EURO€,77.2025,76.6025,77.0325,76.7725,05/12/2024,EURO€
POUND£,89.3200,88.5200,89.0700,88.7700,05/12/2024,POUND£
SWISS₣,78.5067,78.0067,78.3567,78.1567,05/12/2024,SWISS₣
INDIAN Rs.,0.8125,0.8025,0.8095,0.8055,05/12/2024,INDIAN Rs.
PAKISTAN Rs.,0.2625,0.2545,0.2595,0.2575,05/12/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/12/2024,IRAN Toman
CNY¥,10.3070,9.9070,10.2070,10.0070,05/12/2024,CNY¥
UAE DIRHAM,19.5770,19.4770,19.5570,19.4970,05/12/2024,UAE DIRHAM
SAUDI RIYAL,19.1270,19.0270,19.1070,19.0470,05/12/2024,SAUDI RIYAL
USD$,72.1300,71.9300,72.0800,71.9800,05/13/2024,USD$
EURO€,77.1167,76.5167,76.9467,76.6867,05/13/2024,EURO€
POUND£,89.2200,88.4200,88.9700,88.6700,05/13/2024,POUND£
SWISS₣,78.2600,77.7600,78.1100,77.9100,05/13/2024,SWISS₣
INDIAN Rs.,0.8144,0.8044,0.8114,0.8074,05/13/2024,INDIAN Rs.
PAKISTAN Rs.,0.2616,0.2536,0.2586,0.2566,05/13/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/13/2024,IRAN Toman
CNY¥,10.2600,9.8600,10.1600,9.9600,05/13/2024,CNY¥
UAE DIRHAM,19.6133,19.5133,19.5933,19.5333,05/13/2024,UAE DIRHAM
SAUDI RIYAL,19.1033,19.0033,19.0833,19.0233,05/13/2024,SAUDI RIYAL
USD$,72.1471,71.9471,72.0971,71.9971,05/14/2024,USD$
EURO€,77.3086,76.7086,77.1386,76.8786,05/14/2024,EURO€
POUND£,89.3750,88.5750,89.1250,88.8250,05/14/2024,POUND£
SWISS₣,78.3586,77.8586,78.2086,78.0086,05/14/2024,SWISS₣
INDIAN Rs.,0.8140,0.8040,0.8110,0.8070,05/14/2024,INDIAN Rs.
PAKISTAN Rs.,0.2619,0.2539,0.2589,0.2569,05/14/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/14/2024,IRAN Toman
CNY¥,10.2200,9.8200,10.1200,9.9200,05/14/2024,CNY¥
UAE DIRHAM,19.6350,19.5350,19.6150,19.5550,05/14/2024,UAE DIRHAM
SAUDI RIYAL,19.0893,18.9893,19.0693,19.0093,05/14/2024,SAUDI RIYAL
USD$,71.9193,71.7193,71.8693,71.7693,05/15/2024,USD$
EURO€,77.0839,76.4839,76.9139,76.6539,05/15/2024,EURO€
POUND£,89.1750,88.3750,88.9250,88.6250,05/15/2024,POUND£
SWISS₣,77.9800,77.4800,77.8300,77.6300,05/15/2024,SWISS₣
INDIAN Rs.,0.8105,0.8005,0.8075,0.8035,05/15/2024,INDIAN Rs.
PAKISTAN Rs.,0.2589,0.2509,0.2559,0.2539,05/15/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/15/2024,IRAN Toman
CNY¥,10.2467,9.8467,10.1467,9.9467,05/15/2024,CNY¥
UAE DIRHAM,19.5375,19.4375,19.5175,19.4575,05/15/2024,UAE DIRHAM
SAUDI RIYAL,19.0220,18.9220,19.0020,18.9420,05/15/2024,SAUDI RIYAL
USD$,71.9613,71.7613,71.9113,71.8113,05/16/2024,USD$
EURO€,77.3338,76.7338,77.1638,76.9038,05/16/2024,EURO€
POUND£,89.4989,88.6989,89.2489,88.9489,05/16/2024,POUND£
SWISS₣,78.1189,77.6189,77.9689,77.7689,05/16/2024,SWISS₣
INDIAN Rs.,0.8195,0.8095,0.8165,0.8125,05/16/2024,INDIAN Rs.
PAKISTAN Rs.,0.2592,0.2512,0.2562,0.2542,05/16/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/16/2024,IRAN Toman
CNY¥,10.3071,9.9071,10.2071,10.0071,05/16/2024,CNY¥
UAE DIRHAM,19.5765,19.4765,19.5565,19.4965,05/16/2024,UAE DIRHAM
SAUDI RIYAL,19.0550,18.9550,19.0350,18.9750,05/16/2024,SAUDI RIYAL
USD$,72.0890,71.8890,72.0390,71.9390,05/18/2024,USD$
EURO€,77.3663,76.7663,77.1963,76.9363,05/18/2024,EURO€
POUND£,89.5840,88.7840,89.3340,89.0340,05/18/2024,POUND£
SWISS₣,78.0700,77.5700,77.9200,77.7200,05/18/2024,SWISS₣
INDIAN Rs.,0.8199,0.8099,0.8169,0.8129,05/18/2024,INDIAN Rs.
PAKISTAN Rs.,0.2606,0.2526,0.2576,0.2556,05/18/2024,PAKISTAN Rs.
IRAN Toman,0.0014,0.0008,0.0013,0.0009,05/18/2024,IRAN Toman
CNY¥,10.2846,9.8846,10.1846,9.9846,05/18/2024,CNY¥
UAE DIRHAM,19.5868,19.4868,19.5668,19.5068,05/18/2024,UAE DIRHAM
SAUDI RIYAL,19.0977,18.9977,19.0777,19.0177,05/18/2024,SAUDI RIYAL
USD$,72.1144,71.9144,72.0644,71.9644,05/19/2024,USD$
EURO€,77.4142,76.8142,77.2442,76.9842,05/19/2024,EURO€
POUND£,89.5464,88.7464,89.2964,88.9964,05/19/2024,POUND£
SWISS₣,77.6400,77.1400,77.4900,77.2900,05/19/2024,SWISS₣
INDIAN Rs.,0.8198,0.8098,0.8168,0.8128,05/19/2024,INDIAN Rs.
PAKISTAN Rs.,0.2604,0.2524,0.2574,0.2554,05/19/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/19/2024,IRAN Toman
CNY¥,10.2791,9.8791,10.1791,9.9791,05/19/2024,CNY¥
UAE DIRHAM,19.5891,19.4891,19.5691,19.5091,05/19/2024,UAE DIRHAM
SAUDI RIYAL,19.0680,18.9680,19.0480,18.9880,05/19/2024,SAUDI RIYAL
USD$,72.1483,71.9483,72.0983,71.9983,05/20/2024,USD$
EURO€,77.4500,76.8500,77.2800,77.0200,05/20/2024,EURO€
POUND£,89.8156,89.0156,89.5656,89.2656,05/20/2024,POUND£
SWISS₣,77.6763,77.1763,77.5263,77.3263,05/20/2024,SWISS₣
INDIAN Rs.,0.8198,0.8098,0.8168,0.8128,05/20/2024,INDIAN Rs.
PAKISTAN Rs.,0.2592,0.2512,0.2562,0.2542,05/20/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/20/2024,IRAN Toman
CNY¥,10.2550,9.8550,10.1550,9.9550,05/20/2024,CNY¥
UAE DIRHAM,19.5244,19.4244,19.5044,19.4444,05/20/2024,UAE DIRHAM
SAUDI RIYAL,18.9572,18.8572,18.9372,18.8772,05/20/2024,SAUDI RIYAL
USD$,72.0525,71.8525,72.0025,71.9025,05/21/2024,USD$
EURO€,77.3929,76.7929,77.2229,76.9629,05/21/2024,EURO€
POUND£,89.5579,88.7579,89.3079,89.0079,05/21/2024,POUND£
SWISS₣,77.7033,77.2033,77.5533,77.3533,05/21/2024,SWISS₣
INDIAN Rs.,0.8153,0.8053,0.8123,0.8083,05/21/2024,INDIAN Rs.
PAKISTAN Rs.,0.2581,0.2501,0.2551,0.2531,05/21/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/21/2024,IRAN Toman
CNY¥,10.2693,9.8693,10.1693,9.9693,05/21/2024,CNY¥
UAE DIRHAM,19.5536,19.4536,19.5336,19.4736,05/21/2024,UAE DIRHAM
SAUDI RIYAL,19.0083,18.9083,18.9883,18.9283,05/21/2024,SAUDI RIYAL
USD$,71.9211,71.7211,71.8711,71.7711,05/22/2024,USD$
EURO€,77.2096,76.6096,77.0396,76.7796,05/22/2024,EURO€
POUND£,89.5921,88.7921,89.3421,89.0421,05/22/2024,POUND£
SWISS₣,77.4977,76.9977,77.3477,77.1477,05/22/2024,SWISS₣
INDIAN Rs.,0.8213,0.8113,0.8183,0.8143,05/22/2024,INDIAN Rs.
PAKISTAN Rs.,0.2590,0.2510,0.2560,0.2540,05/22/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/22/2024,IRAN Toman
CNY¥,10.2588,9.8588,10.1588,9.9588,05/22/2024,CNY¥
UAE DIRHAM,19.5160,19.4160,19.4960,19.4360,05/22/2024,UAE DIRHAM
SAUDI RIYAL,19.0546,18.9546,19.0346,18.9746,05/22/2024,SAUDI RIYAL
USD$,71.9532,71.7532,71.9032,71.8032,05/23/2024,USD$
EURO€,77.1143,76.5143,76.9443,76.6843,05/23/2024,EURO€
POUND£,89.4688,88.6688,89.2188,88.9188,05/23/2024,POUND£
SWISS₣,77.6500,77.1500,77.5000,77.3000,05/23/2024,SWISS₣
INDIAN Rs.,0.8203,0.8103,0.8173,0.8133,05/23/2024,INDIAN Rs.
PAKISTAN Rs.,0.2591,0.2511,0.2561,0.2541,05/23/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/23/2024,IRAN Toman
CNY¥,10.2667,9.8667,10.1667,9.9667,05/23/2024,CNY¥
UAE DIRHAM,19.5282,19.4282,19.5082,19.4482,05/23/2024,UAE DIRHAM
SAUDI RIYAL,19.0188,18.9188,18.9988,18.9388,05/23/2024,SAUDI RIYAL
USD$,71.5268,71.3268,71.4768,71.3768,05/25/2024,USD$
EURO€,76.7950,76.1950,76.6250,76.3650,05/25/2024,EURO€
POUND£,89.1027,88.3027,88.8527,88.5527,05/25/2024,POUND£
SWISS₣,76.9490,76.4490,76.7990,76.5990,05/25/2024,SWISS₣
INDIAN Rs.,0.8168,0.8068,0.8138,0.8098,05/25/2024,INDIAN Rs.
PAKISTAN Rs.,0.2575,0.2495,0.2545,0.2525,05/25/2024,PAKISTAN Rs.
IRAN Toman,0.0015,0.0009,0.0014,0.0010,05/25/2024,IRAN Toman
CNY¥,10.1908,9.7908,10.0908,9.8908,05/25/2024,CNY¥
UAE DIRHAM,19.3815,19.2815,19.3615,19.3015,05/25/2024,UAE DIRHAM
SAUDI RIYAL,18.9139,18.8139,18.8939,18.8339,05/25/2024,SAUDI RIYAL
USD$,71.4731,71.2731,71.4231,71.3231,05/26/2024,USD$
EURO€,76.8078,76.2078,76.6378,76.3778,05/26/2024,EURO€
POUND£,89.0763,88.2763,88.8263,88.5263,05/26/2024,POUND£
SWISS₣,77.0363,76.5363,76.8863,76.6863,05/26/2024,SWISS₣
